,Country,Code,Indicator,Year,Co2_per
3779,Alemania,DEU,Emisiones de CO2 (toneladas métricas per capita),2004,9.95044613
3780,Djibouti,DJI,Emisiones de CO2 (toneladas métricas per capita),2004,0.483642544
3781,Dominica,DMA,Emisiones de CO2 (toneladas métricas per capita),2004,2.104296089
3782,Dinamarca,DNK,Emisiones de CO2 (toneladas métricas per capita),2004,9.941228856
3783,Republica Dominicana,DOM,Emisiones de CO2 (toneladas métricas per capita),2004,1.911086729
3784,Argelia,DZA,Emisiones de CO2 (toneladas métricas per capita),2004,2.752758782
3785,Asia oriental y el Pacífico (excluido altos ingresos),EAP,Emisiones de CO2 (toneladas métricas per capita),2004,3.236967699
3786,inicial del dividendo demográafico,EAR,Emisiones de CO2 (toneladas métricas per capita),2004,1.671395746
3787,Asia oriental y el Pacífico,EAS,Emisiones de CO2 (toneladas métricas per capita),2004,3.887041862
3788,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (toneladas métricas per capita),2004,7.286911544
3789,Europa y Asia central,ECS,Emisiones de CO2 (toneladas métricas per capita),2004,7.806005641
3790,Ecuador,ECU,Emisiones de CO2 (toneladas métricas per capita),2004,1.934132781
3791,"Egipto, Republica Arabe de",EGY,Emisiones de CO2 (toneladas métricas per capita),2004,1.864027038
3792,Zona del Euro,EMU,Emisiones de CO2 (toneladas métricas per capita),2004,8.404135728
3793,Eritrea,ERI,Emisiones de CO2 (toneladas métricas per capita),2004,0.254601649
3794,Espana,ESP,Emisiones de CO2 (toneladas métricas per capita),2004,7.817928356
3795,Estonia,EST,Emisiones de CO2 (toneladas métricas per capita),2004,12.29679645
3796,Etiopia,ETH,Emisiones de CO2 (toneladas métricas per capita),2004,0.070838344
3797,Union Europea,EUU,Emisiones de CO2 (toneladas métricas per capita),2004,8.079665765
3798,Fragiles y situaciones de conflicto afectados,FCS,Emisiones de CO2 (toneladas métricas per capita),2004,1.22884424
3799,Finlandia,FIN,Emisiones de CO2 (toneladas métricas per capita),2004,12.94580591
3800,Fiji,FJI,Emisiones de CO2 (toneladas métricas per capita),2004,1.522567365
3801,Francia,FRA,Emisiones de CO2 (toneladas métricas per capita),2004,6.026319535
3802,Islas Feroe,FRO,Emisiones de CO2 (toneladas métricas per capita),2004,
3803,Micronesia (Estados Federados de),FSM,Emisiones de CO2 (toneladas métricas per capita),2004,1.343347871
3804,Gabon,GAB,Emisiones de CO2 (toneladas métricas per capita),2004,4.298254899
3805,Reino Unido,GBR,Emisiones de CO2 (toneladas métricas per capita),2004,9.053089952
3806,Georgia,GEO,Emisiones de CO2 (toneladas métricas per capita),2004,0.858876491
3807,Ghana,GHA,Emisiones de CO2 (toneladas métricas per capita),2004,0.270459231
3808,Gibraltar,GIB,Emisiones de CO2 (toneladas métricas per capita),2004,
3809,Guinea,GIN,Emisiones de CO2 (toneladas métricas per capita),2004,0.197845361
3810,Gambia,GMB,Emisiones de CO2 (toneladas métricas per capita),2004,0.195134054
3811,Guinea-Bissau,GNB,Emisiones de CO2 (toneladas métricas per capita),2004,0.152485989
3812,Guinea Ecuatorial,GNQ,Emisiones de CO2 (toneladas métricas per capita),2004,6.677033478
3813,Grecia,GRC,Emisiones de CO2 (toneladas métricas per capita),2004,9.113949332
3814,Granada,GRD,Emisiones de CO2 (toneladas métricas per capita),2004,1.979619416
3815,Groenlandia,GRL,Emisiones de CO2 (toneladas métricas per capita),2004,
3816,Guatemala,GTM,Emisiones de CO2 (toneladas métricas per capita),2004,0.850047957
3817,Guam,GUM,Emisiones de CO2 (toneladas métricas per capita),2004,
3818,Guyana,GUY,Emisiones de CO2 (toneladas métricas per capita),2004,2.198378799
3819,Ingreso alto,HIC,Emisiones de CO2 (toneladas métricas per capita),2004,11.69439338
3820,"Hong Kong, Región Administrativa Especial",HKG,Emisiones de CO2 (toneladas métricas per capita),2004,
3821,Honduras,HND,Emisiones de CO2 (toneladas métricas per capita),2004,1.023619584
3822,Países pobres muy endeudados (PPME),HPC,Emisiones de CO2 (toneladas métricas per capita),2004,0.18177576
3823,Croacia,HRV,Emisiones de CO2 (toneladas métricas per capita),2004,4.90003717
3824,Haití,HTI,Emisiones de CO2 (toneladas métricas per capita),2004,0.185995876
3825,Hungria,HUN,Emisiones de CO2 (toneladas métricas per capita),2004,5.575243496
3826,Solo BIRF,IBD,Emisiones de CO2 (toneladas métricas per capita),2004,3.042405027
3827,BIRF y la AIF,IBT,Emisiones de CO2 (toneladas métricas per capita),2004,2.459699425
3828,total de la AIF,IDA,Emisiones de CO2 (toneladas métricas per capita),2004,0.483457848
3829,mezcla de la AIF,IDB,Emisiones de CO2 (toneladas métricas per capita),2004,0.916420515
3830,Indonesia,IDN,Emisiones de CO2 (toneladas métricas per capita),2004,1.510301505
3831,Solo AIF,IDX,Emisiones de CO2 (toneladas métricas per capita),2004,0.266689439
3832,Isla de Man,IMN,Emisiones de CO2 (toneladas métricas per capita),2004,
3833,India,IND,Emisiones de CO2 (toneladas métricas per capita),2004,0.955470157
3834,No clasificado,INX,Emisiones de CO2 (toneladas métricas per capita),2004,
3835,Irlanda,IRL,Emisiones de CO2 (toneladas métricas per capita),2004,10.97904754
3836,"Iran, Republica Islamica del",IRN,Emisiones de CO2 (toneladas métricas per capita),2004,6.047643734
3837,Iraq,IRQ,Emisiones de CO2 (toneladas métricas per capita),2004,3.162657111
3838,Islandia,ISL,Emisiones de CO2 (toneladas métricas per capita),2004,7.908920342
3839,Israel,ISR,Emisiones de CO2 (toneladas métricas per capita),2004,9.275943604
3840,Italia,ITA,Emisiones de CO2 (toneladas métricas per capita),2004,8.189340766
3841,Jamaica,JAM,Emisiones de CO2 (toneladas métricas per capita),2004,3.968432717
3842,Jordania,JOR,Emisiones de CO2 (toneladas métricas per capita),2004,3.358546518
3843,Japon,JPN,Emisiones de CO2 (toneladas métricas per capita),2004,9.449563638
3844,Kazajstan,KAZ,Emisiones de CO2 (toneladas métricas per capita),2004,10.52619519
3845,Kenya,KEN,Emisiones de CO2 (toneladas métricas per capita),2004,0.220244198
3846,Kirguistan,KGZ,Emisiones de CO2 (toneladas métricas per capita),2004,1.088780927
3847,Camboya,KHM,Emisiones de CO2 (toneladas métricas per capita),2004,0.182677645
3848,Kiribati,KIR,Emisiones de CO2 (toneladas métricas per capita),2004,0.527934819
3849,Saint Kitts y Nevis,KNA,Emisiones de CO2 (toneladas métricas per capita),2004,4.705882353
3850,"Corea, República de",KOR,Emisiones de CO2 (toneladas métricas per capita),2004,10.10574342
3851,Kuwait,KWT,Emisiones de CO2 (toneladas métricas per capita),2004,28.75242456
3852,America Latina y el Caribe (excluido altos ingresos),LAC,Emisiones de CO2 (toneladas métricas per capita),2004,2.236324911
3853,Republica Democratica Popular Lao,LAO,Emisiones de CO2 (toneladas métricas per capita),2004,0.209981785
3854,Líbano,LBN,Emisiones de CO2 (toneladas métricas per capita),2004,3.90821713
3855,Liberia,LBR,Emisiones de CO2 (toneladas métricas per capita),2004,0.178920571
3856,Libia,LBY,Emisiones de CO2 (toneladas métricas per capita),2004,8.521927581
3857,Santa Lucía,LCA,Emisiones de CO2 (toneladas métricas per capita),2004,2.538373955
3858,America Latina y el Caribe,LCN,Emisiones de CO2 (toneladas métricas per capita),2004,2.422156358
3859,Paises menos desarrollados: clasificacion de las Naciones Unidas,LDC,Emisiones de CO2 (toneladas métricas per capita),2004,0.194024284
3860,Paies de ingreso bajo,LIC,Emisiones de CO2 (toneladas métricas per capita),2004,0.406657336
3861,Liechtenstein,LIE,Emisiones de CO2 (toneladas métricas per capita),2004,6.6877793
3862,Sri Lanka,LKA,Emisiones de CO2 (toneladas métricas per capita),2004,0.66023168
3863,Paises de ingreso mediano bajo,LMC,Emisiones de CO2 (toneladas métricas per capita),2004,1.16486429
3864,Ingreso mediano y bajo,LMY,Emisiones de CO2 (toneladas métricas per capita),2004,2.39301052
3865,Lesotho,LSO,Emisiones de CO2 (toneladas métricas per capita),2004,0.942840277
3866,avanzada del dividendo demografico,LTE,Emisiones de CO2 (toneladas métricas per capita),2004,4.223163221
3867,Lituania,LTU,Emisiones de CO2 (toneladas métricas per capita),2004,3.52820118
3868,Luxemburgo,LUX,Emisiones de CO2 (toneladas métricas per capita),2004,25.45279909
3869,Letonia,LVA,Emisiones de CO2 (toneladas métricas per capita),2004,3.365483611
3870,"Region Administrativa Especial de Macao, China",MAC,Emisiones de CO2 (toneladas métricas per capita),2004,
3871,Isla de San Martín (parte francesa),MAF,Emisiones de CO2 (toneladas métricas per capita),2004,
3872,Marruecos,MAR,Emisiones de CO2 (toneladas métricas per capita),2004,1.365458972
3873,Monaco,MCO,Emisiones de CO2 (toneladas métricas per capita),2004,
3874,Republica de Moldova,MDA,Emisiones de CO2 (toneladas métricas per capita),2004,2.685027018
3875,Madagascar,MDG,Emisiones de CO2 (toneladas métricas per capita),2004,0.090162751
3876,Maldivas,MDV,Emisiones de CO2 (toneladas métricas per capita),2004,2.294007646
3877,Oriente Medio y Norte de Africa,MEA,Emisiones de CO2 (toneladas métricas per capita),2004,4.549681572
3878,Mexico,MEX,Emisiones de CO2 (toneladas métricas per capita),2004,3.983825688
3879,Islas Marshall,MHL,Emisiones de CO2 (toneladas métricas per capita),2004,2.191604666
3880, Ingreso mediano,MIC,Emisiones de CO2 (toneladas métricas per capita),2004,2.567568311
3881,Macedonia del Norte,MKD,Emisiones de CO2 (toneladas métricas per capita),2004,4.202910245
3882,Mali,MLI,Emisiones de CO2 (toneladas métricas per capita),2004,0.113801801
3883,Malta,MLT,Emisiones de CO2 (toneladas métricas per capita),2004,6.474475911
3884,Myanmar,MMR,Emisiones de CO2 (toneladas métricas per capita),2004,0.216910373
3885,Oriente Medio y Norte de Africa (excluido altos ingresos),MNA,Emisiones de CO2 (toneladas métricas per capita),2004,3.121836163
3886,Montenegro,MNE,Emisiones de CO2 (toneladas métricas per capita),2004,3.328063427
3887,Mongolia,MNG,Emisiones de CO2 (toneladas métricas per capita),2004,3.767325506
3888,Mariana,MNP,Emisiones de CO2 (toneladas métricas per capita),2004,
3889,Mozambique,MOZ,Emisiones de CO2 (toneladas métricas per capita),2004,0.096981829
3890,Mauritania,MRT,Emisiones de CO2 (toneladas métricas per capita),2004,0.479709493
3891,Mauricio,MUS,Emisiones de CO2 (toneladas métricas per capita),2004,2.268872394
3892,Malawi,MWI,Emisiones de CO2 (toneladas métricas per capita),2004,0.072399101
3893,Malasia,MYS,Emisiones de CO2 (toneladas métricas per capita),2004,6.230942287
3894,America del Norte,NAC,Emisiones de CO2 (toneladas métricas per capita),2004,19.31809129
3895,Namibia,NAM,Emisiones de CO2 (toneladas métricas per capita),2004,1.225478317
3896,Nueva Caledonia,NCL,Emisiones de CO2 (toneladas métricas per capita),2004,
3897,Niger,NER,Emisiones de CO2 (toneladas métricas per capita),2004,0.058117879
3898,Nigeria,NGA,Emisiones de CO2 (toneladas métricas per capita),2004,0.721900961
3899,Nicaragua,NIC,Emisiones de CO2 (toneladas métricas per capita),2004,0.841387369
3900,Paises Bajos,NLD,Emisiones de CO2 (toneladas métricas per capita),2004,10.57111142
3901,Noruega,NOR,Emisiones de CO2 (toneladas métricas per capita),2004,8.134915536
3902,Nepal,NPL,Emisiones de CO2 (toneladas métricas per capita),2004,0.108045062
3903,Nauru,NRU,Emisiones de CO2 (toneladas métricas per capita),2004,6.192549589
3904,Nueva Zelandia,NZL,Emisiones de CO2 (toneladas métricas per capita),2004,8.033296636
3905,Miembros OCDE,OED,Emisiones de CO2 (toneladas métricas per capita),2004,10.63268033
3906,Oman,OMN,Emisiones de CO2 (toneladas métricas per capita),2004,12.66048431
3907,Otros Estados pequeos,OSS,Emisiones de CO2 (toneladas métricas per capita),2004,5.146607175
3908,Pakistan,PAK,Emisiones de CO2 (toneladas métricas per capita),2004,0.693317063
3909,Panama,PAN,Emisiones de CO2 (toneladas métricas per capita),2004,1.7295597
3910,Peru,PER,Emisiones de CO2 (toneladas métricas per capita),2004,1.11985372
3911,Filipinas,PHL,Emisiones de CO2 (toneladas métricas per capita),2004,0.883116735
3912,Palau,PLW,Emisiones de CO2 (toneladas métricas per capita),2004,10.94087507
3913,Papua Nueva Guinea,PNG,Emisiones de CO2 (toneladas métricas per capita),2004,0.732731347
3914,Polonia,POL,Emisiones de CO2 (toneladas métricas per capita),2004,7.905616389
3915,previa al dividendo demografico,PRE,Emisiones de CO2 (toneladas métricas per capita),2004,0.44793422
3916,Puerto Rico,PRI,Emisiones de CO2 (toneladas métricas per capita),2004,
3917,"Corea, Republica Popular Democrática de",PRK,Emisiones de CO2 (toneladas métricas per capita),2004,3.103424662
3918,Portugal,PRT,Emisiones de CO2 (toneladas métricas per capita),2004,5.926137327
3919,Paraguay,PRY,Emisiones de CO2 (toneladas métricas per capita),2004,0.733652566
3920,Ribera Occidental y Gaza,PSE,Emisiones de CO2 (toneladas métricas per capita),2004,
3921,Estados pequeos de las Islas del Pacfico,PSS,Emisiones de CO2 (toneladas métricas per capita),2004,1.197545361
3922,posterior al dividendo demográfico,PST,Emisiones de CO2 (toneladas métricas per capita),2004,11.94082846
3923,Polinesia Francesa,PYF,Emisiones de CO2 (toneladas métricas per capita),2004,
3924,Qatar,QAT,Emisiones de CO2 (toneladas métricas per capita),2004,47.65696201
3925,Rumania,ROU,Emisiones de CO2 (toneladas métricas per capita),2004,4.444220583
3926,Federación de Rusia,RUS,Emisiones de CO2 (toneladas métricas per capita),2004,11.11271137
3927,Rwanda,RWA,Emisiones de CO2 (toneladas métricas per capita),2004,0.075335654
3928,Asia meridional,SAS,Emisiones de CO2 (toneladas métricas per capita),2004,0.826339142
3929,Arabia Saudita,SAU,Emisiones de CO2 (toneladas métricas per capita),2004,12.67398501
3930,Sudan,SDN,Emisiones de CO2 (toneladas métricas per capita),2004,0.306185411
3931,Senegal,SEN,Emisiones de CO2 (toneladas métricas per capita),2004,0.503818645
3932,Singapur,SGP,Emisiones de CO2 (toneladas métricas per capita),2004,9.508518085
3933,Islas Salomon,SLB,Emisiones de CO2 (toneladas métricas per capita),2004,0.606844219
3934,Sierra Leona,SLE,Emisiones de CO2 (toneladas métricas per capita),2004,0.096253087
3935,El Salvador,SLV,Emisiones de CO2 (toneladas métricas per capita),2004,1.106226251
3936,San Marino,SMR,Emisiones de CO2 (toneladas métricas per capita),2004,
3937,Somalia,SOM,Emisiones de CO2 (toneladas métricas per capita),2004,0.057080142
3938,Serbia,SRB,Emisiones de CO2 (toneladas métricas per capita),2004,7.704822503
3939,Africa al sur del Sahara (excluido altos ingresos),SSA,Emisiones de CO2 (toneladas métricas per capita),2004,0.815993983
3940,Sudan del Sur,SSD,Emisiones de CO2 (toneladas métricas per capita),2004,0.130103733
3941,Africa al sur del Sahara,SSF,Emisiones de CO2 (toneladas métricas per capita),2004,0.816417132
3942,Pequeños Estados,SST,Emisiones de CO2 (toneladas métricas per capita),2004,4.890810415
3943,Santo Tome y Principe,STP,Emisiones de CO2 (toneladas métricas per capita),2004,0.472424967
3944,Suriname,SUR,Emisiones de CO2 (toneladas métricas per capita),2004,2.728234216
3945,Republica Eslovaca,SVK,Emisiones de CO2 (toneladas métricas per capita),2004,6.967339751
3946,Eslovenia,SVN,Emisiones de CO2 (toneladas métricas per capita),2004,7.861545148
3947,Suecia,SWE,Emisiones de CO2 (toneladas métricas per capita),2004,5.959094376
3948,Eswatini,SWZ,Emisiones de CO2 (toneladas métricas per capita),2004,0.924782597
3949,Sint Maarten (Dutch part),SXM,Emisiones de CO2 (toneladas métricas per capita),2004,
3950,Seychelles,SYC,Emisiones de CO2 (toneladas métricas per capita),2004,4.646256441
3951,Republica Arabe Siria,SYR,Emisiones de CO2 (toneladas métricas per capita),2004,2.563828912
3952,Islas Turcas y Caicos,TCA,Emisiones de CO2 (toneladas métricas per capita),2004,
3953,Chad,TCD,Emisiones de CO2 (toneladas métricas per capita),2004,0.080418137
3954,Asia oriental y el Pacífico (BIRF y la AIF),TEA,Emisiones de CO2 (toneladas métricas per capita),2004,3.238705812
3955,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (toneladas métricas per capita),2004,7.177531983
3956,Togo,TGO,Emisiones de CO2 (toneladas métricas per capita),2004,0.319520278
3957,Tailandia,THA,Emisiones de CO2 (toneladas métricas per capita),2004,3.26804608
3958,Tayikistan,TJK,Emisiones de CO2 (toneladas métricas per capita),2004,0.381847096
3959,Turkmenistan,TKM,Emisiones de CO2 (toneladas métricas per capita),2004,10.24218472
3960,America Latina y el Caribe (BIRF y la AIF),TLA,Emisiones de CO2 (toneladas métricas per capita),2004,2.441627772
3961,Timor-Leste,TLS,Emisiones de CO2 (toneladas métricas per capita),2004,0.192919791
3962,Oriente Medio y Norte de Africa (BIRF y la AIF),TMN,Emisiones de CO2 (toneladas métricas per capita),2004,3.155215451
3963,Tonga,TON,Emisiones de CO2 (toneladas métricas per capita),2004,1.117712023
3964,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (toneladas métricas per capita),2004,0.826339142
3965,Africa al sur del Sahara (BIRF y la AIF),TSS,Emisiones de CO2 (toneladas métricas per capita),2004,0.816417132
3966,Trinidad y Tobago,TTO,Emisiones de CO2 (toneladas métricas per capita),2004,11.82510366
3967,Tunez,TUN,Emisiones de CO2 (toneladas métricas per capita),2004,2.236659226
3968,Turquia,TUR,Emisiones de CO2 (toneladas métricas per capita),2004,3.31343146
3969,Tuvalu,TUV,Emisiones de CO2 (toneladas métricas per capita),2004,0.868144214
3970,Tanzanía,TZA,Emisiones de CO2 (toneladas métricas per capita),2004,0.132470896
3971,Uganda,UGA,Emisiones de CO2 (toneladas métricas per capita),2004,0.060030758
3972,Ucrania,UKR,Emisiones de CO2 (toneladas métricas per capita),2004,6.472604332
3973,Ingreso mediano alto,UMC,Emisiones de CO2 (toneladas métricas per capita),2004,3.955406019
3974,Uruguay,URY,Emisiones de CO2 (toneladas métricas per capita),2004,1.647624586
3975,Estados Unidos,USA,Emisiones de CO2 (toneladas métricas per capita),2004,19.59761671
3976,Uzbekistan,UZB,Emisiones de CO2 (toneladas métricas per capita),2004,4.826724816
3977,San Vicente y las Granadinas,VCT,Emisiones de CO2 (toneladas métricas per capita),2004,2.027387042
3978,Venezuela,VEN,Emisiones de CO2 (toneladas métricas per capita),2004,5.323029267
3979,Islas Virgenes Britanicas,VGB,Emisiones de CO2 (toneladas métricas per capita),2004,
3980,Islas Virgenes (EE.UU.),VIR,Emisiones de CO2 (toneladas métricas per capita),2004,
3981,Viet Nam,VNM,Emisiones de CO2 (toneladas métricas per capita),2004,1.033295251
3982,Vanuatu,VUT,Emisiones de CO2 (toneladas métricas per capita),2004,0.290459557
3983,Mundo,WLD,Emisiones de CO2 (toneladas métricas per capita),2004,4.223794234
3984,Samoa,WSM,Emisiones de CO2 (toneladas métricas per capita),2004,0.930489757
3985,Kosovo,XKX,Emisiones de CO2 (toneladas métricas per capita),2004,
3986,"Yemen, Rep. del",YEM,Emisiones de CO2 (toneladas métricas per capita),2004,0.94672337
3987,Sudafrica,ZAF,Emisiones de CO2 (toneladas métricas per capita),2004,7.824764075
3988,Zambia,ZMB,Emisiones de CO2 (toneladas métricas per capita),2004,0.1882546
3989,Zimbabwe,ZWE,Emisiones de CO2 (toneladas métricas per capita),2004,0.795361783
3990,Aruba,ABW,Emisiones de CO2 (toneladas métricas per capita),2005,
3991,,AFE,Emisiones de CO2 (toneladas métricas per capita),2005,1.008065279
3992,Afganistan,AFG,Emisiones de CO2 (toneladas métricas per capita),2005,0.080361134
3993,,AFW,Emisiones de CO2 (toneladas métricas per capita),2005,0.490733875
3994,Angola,AGO,Emisiones de CO2 (toneladas métricas per capita),2005,0.812875088
3995,Albania,ALB,Emisiones de CO2 (toneladas métricas per capita),2005,1.360092207
3996,Andorra,AND,Emisiones de CO2 (toneladas métricas per capita),2005,7.206273645
3997,El mundo arabe,ARB,Emisiones de CO2 (toneladas métricas per capita),2005,3.687724279
3998,Emiratos Arabes Unidos,ARE,Emisiones de CO2 (toneladas métricas per capita),2005,27.2025439
3999,Argentina,ARG,Emisiones de CO2 (toneladas métricas per capita),2005,3.736716865
4000,Armenia,ARM,Emisiones de CO2 (toneladas métricas per capita),2005,1.463912004
4001,Samoa Americana,ASM,Emisiones de CO2 (toneladas métricas per capita),2005,
4002,Antigua y Barbuda,ATG,Emisiones de CO2 (toneladas métricas per capita),2005,4.716473225
4003,Australia,AUS,Emisiones de CO2 (toneladas métricas per capita),2005,18.27847309
4004,Austria,AUT,Emisiones de CO2 (toneladas métricas per capita),2005,9.266405512
4005,Azerbaiyan,AZE,Emisiones de CO2 (toneladas métricas per capita),2005,3.580068757
4006,Burundi,BDI,Emisiones de CO2 (toneladas métricas per capita),2005,0.021789518
4007,Belgica,BEL,Emisiones de CO2 (toneladas métricas per capita),2005,10.58920275
4008,Benin,BEN,Emisiones de CO2 (toneladas métricas per capita),2005,0.355804506
4009,Burkina Faso,BFA,Emisiones de CO2 (toneladas métricas per capita),2005,0.082969117
4010,Bangladesh,BGD,Emisiones de CO2 (toneladas métricas per capita),2005,0.232135397
4011,Bulgaria,BGR,Emisiones de CO2 (toneladas métricas per capita),2005,6.265279466
4012,Bahrein,BHR,Emisiones de CO2 (toneladas métricas per capita),2005,22.94402725
4013,Bahamas,BHS,Emisiones de CO2 (toneladas métricas per capita),2005,5.622707042
4014,Bosnia y Herzegovina,BIH,Emisiones de CO2 (toneladas métricas per capita),2005,3.962926969
4015,Bielorrusia,BLR,Emisiones de CO2 (toneladas métricas per capita),2005,5.842828709
4016,Belice,BLZ,Emisiones de CO2 (toneladas métricas per capita),2005,1.552563531
4017,Bermudas,BMU,Emisiones de CO2 (toneladas métricas per capita),2005,
4018,Bolivia,BOL,Emisiones de CO2 (toneladas métricas per capita),2005,1.053918213
4019,Brasil,BRA,Emisiones de CO2 (toneladas métricas per capita),2005,1.775662922
4020,Barbados,BRB,Emisiones de CO2 (toneladas métricas per capita),2005,4.921013667
4021,Brunei Darussalam,BRN,Emisiones de CO2 (toneladas métricas per capita),2005,13.61076798
4022,Bhutan,BTN,Emisiones de CO2 (toneladas métricas per capita),2005,0.596119839
4023,Botswana,BWA,Emisiones de CO2 (toneladas métricas per capita),2005,2.260452333
4024,Republica Centroafricana,CAF,Emisiones de CO2 (toneladas métricas per capita),2005,0.053245151
4025,Canada,CAN,Emisiones de CO2 (toneladas métricas per capita),2005,17.0275681
4026,Europa Central y del Báltico,CEB,Emisiones de CO2 (toneladas métricas per capita),2005,6.931863007
4027,Suiza,CHE,Emisiones de CO2 (toneladas métricas per capita),2005,6.165119136
4028,Islas del Canal,CHI,Emisiones de CO2 (toneladas métricas per capita),2005,
4029,Chile,CHL,Emisiones de CO2 (toneladas métricas per capita),2005,3.460143672
4030,China,CHN,Emisiones de CO2 (toneladas métricas per capita),2005,4.467696361
4031,Cote d'Ivoire,CIV,Emisiones de CO2 (toneladas métricas per capita),2005,0.309775087
4032,Camerun,CMR,Emisiones de CO2 (toneladas métricas per capita),2005,0.290376286
4033,"Congo, Republica Democrática del",COD,Emisiones de CO2 (toneladas métricas per capita),2005,0.039057301
4034,"Congo, Republica del",COG,Emisiones de CO2 (toneladas métricas per capita),2005,1.174358582
4035,Colombia,COL,Emisiones de CO2 (toneladas métricas per capita),2005,1.37815501
4036,Comoras,COM,Emisiones de CO2 (toneladas métricas per capita),2005,0.248024661
4037,Cabo Verde,CPV,Emisiones de CO2 (toneladas métricas per capita),2005,0.916142987
4038,Costa Rica,CRI,Emisiones de CO2 (toneladas métricas per capita),2005,1.453675687
4039,Estados pequeos del Caribe,CSS,Emisiones de CO2 (toneladas métricas per capita),2005,5.384373391
4040,Cuba,CUB,Emisiones de CO2 (toneladas métricas per capita),2005,2.340177238
4041,Curacao,CUW,Emisiones de CO2 (toneladas métricas per capita),2005,
4042,Islas Caiman,CYM,Emisiones de CO2 (toneladas métricas per capita),2005,
4043,Chipre,CYP,Emisiones de CO2 (toneladas métricas per capita),2005,7.618445185
4044,Republica Checa,CZE,Emisiones de CO2 (toneladas métricas per capita),2005,11.93722667
4045,Alemania,DEU,Emisiones de CO2 (toneladas métricas per capita),2005,9.729463121
4046,Djibouti,DJI,Emisiones de CO2 (toneladas métricas per capita),2005,0.516692925
4047,Dominica,DMA,Emisiones de CO2 (toneladas métricas per capita),2005,2.160934269
4048,Dinamarca,DNK,Emisiones de CO2 (toneladas métricas per capita),2005,9.263313941
4049,Republica Dominicana,DOM,Emisiones de CO2 (toneladas métricas per capita),2005,2.039418783
4050,Argelia,DZA,Emisiones de CO2 (toneladas métricas per capita),2005,2.85792657
4051,Asia oriental y el Pacífico (excluido altos ingresos),EAP,Emisiones de CO2 (toneladas métricas per capita),2005,3.60328887
4052,inicial del dividendo demográafico,EAR,Emisiones de CO2 (toneladas métricas per capita),2005,1.71410705
4053,Asia oriental y el Pacífico,EAS,Emisiones de CO2 (toneladas métricas per capita),2005,4.209175651
4054,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (toneladas métricas per capita),2005,7.316856221
4055,Europa y Asia central,ECS,Emisiones de CO2 (toneladas métricas per capita),2005,7.776262814
4056,Ecuador,ECU,Emisiones de CO2 (toneladas métricas per capita),2005,2.049402717
4057,"Egipto, Republica Arabe de",EGY,Emisiones de CO2 (toneladas métricas per capita),2005,2.051425407
4058,Zona del Euro,EMU,Emisiones de CO2 (toneladas métricas per capita),2005,8.337667264
4059,Eritrea,ERI,Emisiones de CO2 (toneladas métricas per capita),2005,0.208293016
4060,Espana,ESP,Emisiones de CO2 (toneladas métricas per capita),2005,8.029197431
4061,Estonia,EST,Emisiones de CO2 (toneladas métricas per capita),2005,12.40626672
4062,Etiopia,ETH,Emisiones de CO2 (toneladas métricas per capita),2005,0.06518012
4063,Union Europea,EUU,Emisiones de CO2 (toneladas métricas per capita),2005,8.011893369
4064,Fragiles y situaciones de conflicto afectados,FCS,Emisiones de CO2 (toneladas métricas per capita),2005,1.218693117
4065,Finlandia,FIN,Emisiones de CO2 (toneladas métricas per capita),2005,10.57170894
4066,Fiji,FJI,Emisiones de CO2 (toneladas métricas per capita),2005,1.224222017
4067,Francia,FRA,Emisiones de CO2 (toneladas métricas per capita),2005,6.026677842
4068,Islas Feroe,FRO,Emisiones de CO2 (toneladas métricas per capita),2005,
4069,Micronesia (Estados Federados de),FSM,Emisiones de CO2 (toneladas métricas per capita),2005,1.101496304
4070,Gabon,GAB,Emisiones de CO2 (toneladas métricas per capita),2005,4.154206835
4071,Reino Unido,GBR,Emisiones de CO2 (toneladas métricas per capita),2005,8.955400659
4072,Georgia,GEO,Emisiones de CO2 (toneladas métricas per capita),2005,1.087286023
4073,Ghana,GHA,Emisiones de CO2 (toneladas métricas per capita),2005,0.281420358
4074,Gibraltar,GIB,Emisiones de CO2 (toneladas métricas per capita),2005,
4075,Guinea,GIN,Emisiones de CO2 (toneladas métricas per capita),2005,0.200829005
4076,Gambia,GMB,Emisiones de CO2 (toneladas métricas per capita),2005,0.198449982
4077,Guinea-Bissau,GNB,Emisiones de CO2 (toneladas métricas per capita),2005,0.151843173
4078,Guinea Ecuatorial,GNQ,Emisiones de CO2 (toneladas métricas per capita),2005,6.487488522
4079,Grecia,GRC,Emisiones de CO2 (toneladas métricas per capita),2005,9.278637163
4080,Granada,GRD,Emisiones de CO2 (toneladas métricas per capita),2005,2.067952183
4081,Groenlandia,GRL,Emisiones de CO2 (toneladas métricas per capita),2005,
4082,Guatemala,GTM,Emisiones de CO2 (toneladas métricas per capita),2005,0.892596491
4083,Guam,GUM,Emisiones de CO2 (toneladas métricas per capita),2005,
4084,Guyana,GUY,Emisiones de CO2 (toneladas métricas per capita),2005,1.950220413
4085,Ingreso alto,HIC,Emisiones de CO2 (toneladas métricas per capita),2005,11.65974318
