,Country,Code,Indicator,Year,Co2_per
1329,Zimbabwe,ZWE,Emisiones de CO2 (toneladas métricas per capita),1994,1.469849596
1330,Aruba,ABW,Emisiones de CO2 (toneladas métricas per capita),1995,
1331,,AFE,Emisiones de CO2 (toneladas métricas per capita),1995,0.93300062
1332,Afganistan,AFG,Emisiones de CO2 (toneladas métricas per capita),1995,0.088781157
1333,,AFW,Emisiones de CO2 (toneladas métricas per capita),1995,0.492656164
1334,Angola,AGO,Emisiones de CO2 (toneladas métricas per capita),1995,0.91426457
1335,Albania,ALB,Emisiones de CO2 (toneladas métricas per capita),1995,0.612055271
1336,Andorra,AND,Emisiones de CO2 (toneladas métricas per capita),1995,6.754131706
1337,El mundo arabe,ARB,Emisiones de CO2 (toneladas métricas per capita),1995,3.167199621
1338,Emiratos Arabes Unidos,ARE,Emisiones de CO2 (toneladas métricas per capita),1995,30.8821161
1339,Argentina,ARG,Emisiones de CO2 (toneladas métricas per capita),1995,3.230308037
1340,Armenia,ARM,Emisiones de CO2 (toneladas métricas per capita),1995,1.034301979
1341,Samoa Americana,ASM,Emisiones de CO2 (toneladas métricas per capita),1995,
1342,Antigua y Barbuda,ATG,Emisiones de CO2 (toneladas métricas per capita),1995,3.438697038
1343,Australia,AUS,Emisiones de CO2 (toneladas métricas per capita),1995,16.11460158
1344,Austria,AUT,Emisiones de CO2 (toneladas métricas per capita),1995,7.698069947
1345,Azerbaiyan,AZE,Emisiones de CO2 (toneladas métricas per capita),1995,4.225833946
1346,Burundi,BDI,Emisiones de CO2 (toneladas métricas per capita),1995,0.036559571
1347,Belgica,BEL,Emisiones de CO2 (toneladas métricas per capita),1995,11.30224288
1348,Benin,BEN,Emisiones de CO2 (toneladas métricas per capita),1995,0.049957736
1349,Burkina Faso,BFA,Emisiones de CO2 (toneladas métricas per capita),1995,0.061789216
1350,Bangladesh,BGD,Emisiones de CO2 (toneladas métricas per capita),1995,0.140538338
1351,Bulgaria,BGR,Emisiones de CO2 (toneladas métricas per capita),1995,6.528951054
1352,Bahrein,BHR,Emisiones de CO2 (toneladas métricas per capita),1995,22.08374801
1353,Bahamas,BHS,Emisiones de CO2 (toneladas métricas per capita),1995,6.423549677
1354,Bosnia y Herzegovina,BIH,Emisiones de CO2 (toneladas métricas per capita),1995,0.898399078
1355,Bielorrusia,BLR,Emisiones de CO2 (toneladas métricas per capita),1995,5.641431568
1356,Belice,BLZ,Emisiones de CO2 (toneladas métricas per capita),1995,1.990607007
1357,Bermudas,BMU,Emisiones de CO2 (toneladas métricas per capita),1995,
1358,Bolivia,BOL,Emisiones de CO2 (toneladas métricas per capita),1995,1.101132683
1359,Brasil,BRA,Emisiones de CO2 (toneladas métricas per capita),1995,1.475603559
1360,Barbados,BRB,Emisiones de CO2 (toneladas métricas per capita),1995,3.608803559
1361,Brunei Darussalam,BRN,Emisiones de CO2 (toneladas métricas per capita),1995,15.38196639
1362,Bhutan,BTN,Emisiones de CO2 (toneladas métricas per capita),1995,0.466375754
1363,Botswana,BWA,Emisiones de CO2 (toneladas métricas per capita),1995,2.066422481
1364,Republica Centroafricana,CAF,Emisiones de CO2 (toneladas métricas per capita),1995,0.049989227
1365,Canada,CAN,Emisiones de CO2 (toneladas métricas per capita),1995,15.29046634
1366,Europa Central y del Báltico,CEB,Emisiones de CO2 (toneladas métricas per capita),1995,7.365826913
1367,Suiza,CHE,Emisiones de CO2 (toneladas métricas per capita),1995,6.16976724
1368,Islas del Canal,CHI,Emisiones de CO2 (toneladas métricas per capita),1995,
1369,Chile,CHL,Emisiones de CO2 (toneladas métricas per capita),1995,2.703235865
1370,China,CHN,Emisiones de CO2 (toneladas métricas per capita),1995,2.563478759
1371,Cote d'Ivoire,CIV,Emisiones de CO2 (toneladas métricas per capita),1995,0.235326171
1372,Camerun,CMR,Emisiones de CO2 (toneladas métricas per capita),1995,0.354195052
1373,"Congo, Republica Democrática del",COD,Emisiones de CO2 (toneladas métricas per capita),1995,0.048767504
1374,"Congo, Republica del",COG,Emisiones de CO2 (toneladas métricas per capita),1995,0.960799822
1375,Colombia,COL,Emisiones de CO2 (toneladas métricas per capita),1995,1.669255808
1376,Comoras,COM,Emisiones de CO2 (toneladas métricas per capita),1995,0.161236977
1377,Cabo Verde,CPV,Emisiones de CO2 (toneladas métricas per capita),1995,0.490298555
1378,Costa Rica,CRI,Emisiones de CO2 (toneladas métricas per capita),1995,1.346205948
1379,Estados pequeos del Caribe,CSS,Emisiones de CO2 (toneladas métricas per capita),1995,3.991283063
1380,Cuba,CUB,Emisiones de CO2 (toneladas métricas per capita),1995,2.120996608
1381,Curacao,CUW,Emisiones de CO2 (toneladas métricas per capita),1995,
1382,Islas Caiman,CYM,Emisiones de CO2 (toneladas métricas per capita),1995,
1383,Chipre,CYP,Emisiones de CO2 (toneladas métricas per capita),1995,6.780934535
1384,Republica Checa,CZE,Emisiones de CO2 (toneladas métricas per capita),1995,12.05732057
1385,Alemania,DEU,Emisiones de CO2 (toneladas métricas per capita),1995,10.70862232
1386,Djibouti,DJI,Emisiones de CO2 (toneladas métricas per capita),1995,0.501573174
1387,Dominica,DMA,Emisiones de CO2 (toneladas métricas per capita),1995,1.200849699
1388,Dinamarca,DNK,Emisiones de CO2 (toneladas métricas per capita),1995,11.47221878
1389,Republica Dominicana,DOM,Emisiones de CO2 (toneladas métricas per capita),1995,1.50509171
1390,Argelia,DZA,Emisiones de CO2 (toneladas métricas per capita),1995,2.684182209
1391,Asia oriental y el Pacífico (excluido altos ingresos),EAP,Emisiones de CO2 (toneladas métricas per capita),1995,2.184429118
1392,inicial del dividendo demográafico,EAR,Emisiones de CO2 (toneladas métricas per capita),1995,1.403588614
1393,Asia oriental y el Pacífico,EAS,Emisiones de CO2 (toneladas métricas per capita),1995,2.917392003
1394,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (toneladas métricas per capita),1995,7.444351564
1395,Europa y Asia central,ECS,Emisiones de CO2 (toneladas métricas per capita),1995,7.807855165
1396,Ecuador,ECU,Emisiones de CO2 (toneladas métricas per capita),1995,1.809243516
1397,"Egipto, Republica Arabe de",EGY,Emisiones de CO2 (toneladas métricas per capita),1995,1.460601779
1398,Zona del Euro,EMU,Emisiones de CO2 (toneladas métricas per capita),1995,8.070307257
1399,Eritrea,ERI,Emisiones de CO2 (toneladas métricas per capita),1995,0.369304012
1400,Espana,ESP,Emisiones de CO2 (toneladas métricas per capita),1995,6.055961061
1401,Estonia,EST,Emisiones de CO2 (toneladas métricas per capita),1995,11.48385741
1402,Etiopia,ETH,Emisiones de CO2 (toneladas métricas per capita),1995,0.044795671
1403,Union Europea,EUU,Emisiones de CO2 (toneladas métricas per capita),1995,7.956722528
1404,Fragiles y situaciones de conflicto afectados,FCS,Emisiones de CO2 (toneladas métricas per capita),1995,1.560208979
1405,Finlandia,FIN,Emisiones de CO2 (toneladas métricas per capita),1995,10.98175532
1406,Fiji,FJI,Emisiones de CO2 (toneladas métricas per capita),1995,0.948783585
1407,Francia,FRA,Emisiones de CO2 (toneladas métricas per capita),1995,5.916383137
1408,Islas Feroe,FRO,Emisiones de CO2 (toneladas métricas per capita),1995,
1409,Micronesia (Estados Federados de),FSM,Emisiones de CO2 (toneladas métricas per capita),1995,1.675005438
1410,Gabon,GAB,Emisiones de CO2 (toneladas métricas per capita),1995,4.644569701
1411,Reino Unido,GBR,Emisiones de CO2 (toneladas métricas per capita),1995,9.079920847
1412,Georgia,GEO,Emisiones de CO2 (toneladas métricas per capita),1995,1.755647933
1413,Ghana,GHA,Emisiones de CO2 (toneladas métricas per capita),1995,0.182603533
1414,Gibraltar,GIB,Emisiones de CO2 (toneladas métricas per capita),1995,
1415,Guinea,GIN,Emisiones de CO2 (toneladas métricas per capita),1995,0.155523036
1416,Gambia,GMB,Emisiones de CO2 (toneladas métricas per capita),1995,0.174615889
1417,Guinea-Bissau,GNB,Emisiones de CO2 (toneladas métricas per capita),1995,0.165589292
1418,Guinea Ecuatorial,GNQ,Emisiones de CO2 (toneladas métricas per capita),1995,1.992010557
1419,Grecia,GRC,Emisiones de CO2 (toneladas métricas per capita),1995,7.842577172
1420,Granada,GRD,Emisiones de CO2 (toneladas métricas per capita),1995,1.435710167
1421,Groenlandia,GRL,Emisiones de CO2 (toneladas métricas per capita),1995,
1422,Guatemala,GTM,Emisiones de CO2 (toneladas métricas per capita),1995,0.619153543
1423,Guam,GUM,Emisiones de CO2 (toneladas métricas per capita),1995,
1424,Guyana,GUY,Emisiones de CO2 (toneladas métricas per capita),1995,2.036214445
1425,Ingreso alto,HIC,Emisiones de CO2 (toneladas métricas per capita),1995,11.14769664
1426,"Hong Kong, Región Administrativa Especial",HKG,Emisiones de CO2 (toneladas métricas per capita),1995,
1427,Honduras,HND,Emisiones de CO2 (toneladas métricas per capita),1995,0.665510374
1428,Países pobres muy endeudados (PPME),HPC,Emisiones de CO2 (toneladas métricas per capita),1995,0.152706025
1429,Croacia,HRV,Emisiones de CO2 (toneladas métricas per capita),1995,3.344761831
1430,Haití,HTI,Emisiones de CO2 (toneladas métricas per capita),1995,0.118298495
1431,Hungria,HUN,Emisiones de CO2 (toneladas métricas per capita),1995,5.560218279
1432,Solo BIRF,IBD,Emisiones de CO2 (toneladas métricas per capita),1995,2.53613611
1433,BIRF y la AIF,IBT,Emisiones de CO2 (toneladas métricas per capita),1995,2.099707246
1434,total de la AIF,IDA,Emisiones de CO2 (toneladas métricas per capita),1995,0.447801642
1435,mezcla de la AIF,IDB,Emisiones de CO2 (toneladas métricas per capita),1995,0.923608094
1436,Indonesia,IDN,Emisiones de CO2 (toneladas métricas per capita),1995,1.128891779
1437,Solo AIF,IDX,Emisiones de CO2 (toneladas métricas per capita),1995,0.213423925
1438,Isla de Man,IMN,Emisiones de CO2 (toneladas métricas per capita),1995,
1439,India,IND,Emisiones de CO2 (toneladas métricas per capita),1995,0.76518964
1440,No clasificado,INX,Emisiones de CO2 (toneladas métricas per capita),1995,
1441,Irlanda,IRL,Emisiones de CO2 (toneladas métricas per capita),1995,9.268405009
1442,"Iran, Republica Islamica del",IRN,Emisiones de CO2 (toneladas métricas per capita),1995,4.466162563
1443,Iraq,IRQ,Emisiones de CO2 (toneladas métricas per capita),1995,4.776814087
1444,Islandia,ISL,Emisiones de CO2 (toneladas métricas per capita),1995,7.481792214
1445,Israel,ISR,Emisiones de CO2 (toneladas métricas per capita),1995,8.435581605
1446,Italia,ITA,Emisiones de CO2 (toneladas métricas per capita),1995,7.325536211
1447,Jamaica,JAM,Emisiones de CO2 (toneladas métricas per capita),1995,3.460148595
1448,Jordania,JOR,Emisiones de CO2 (toneladas métricas per capita),1995,3.051481597
1449,Japon,JPN,Emisiones de CO2 (toneladas métricas per capita),1995,9.33264314
1450,Kazajstan,KAZ,Emisiones de CO2 (toneladas métricas per capita),1995,11.07959899
1451,Kenya,KEN,Emisiones de CO2 (toneladas métricas per capita),1995,0.24447932
1452,Kirguistan,KGZ,Emisiones de CO2 (toneladas métricas per capita),1995,1.007433558
1453,Camboya,KHM,Emisiones de CO2 (toneladas métricas per capita),1995,0.134694467
1454,Kiribati,KIR,Emisiones de CO2 (toneladas métricas per capita),1995,0.369411274
1455,Saint Kitts y Nevis,KNA,Emisiones de CO2 (toneladas métricas per capita),1995,3.16333725
1456,"Corea, República de",KOR,Emisiones de CO2 (toneladas métricas per capita),1995,8.546915861
1457,Kuwait,KWT,Emisiones de CO2 (toneladas métricas per capita),1995,21.89960017
1458,America Latina y el Caribe (excluido altos ingresos),LAC,Emisiones de CO2 (toneladas métricas per capita),1995,1.964053935
1459,Republica Democratica Popular Lao,LAO,Emisiones de CO2 (toneladas métricas per capita),1995,0.136978443
1460,Líbano,LBN,Emisiones de CO2 (toneladas métricas per capita),1995,3.360128699
1461,Liberia,LBR,Emisiones de CO2 (toneladas métricas per capita),1995,0.197083955
1462,Libia,LBY,Emisiones de CO2 (toneladas métricas per capita),1995,9.188933255
1463,Santa Lucía,LCA,Emisiones de CO2 (toneladas métricas per capita),1995,1.922572006
1464,America Latina y el Caribe,LCN,Emisiones de CO2 (toneladas métricas per capita),1995,2.126957965
1465,Paises menos desarrollados: clasificacion de las Naciones Unidas,LDC,Emisiones de CO2 (toneladas métricas per capita),1995,0.147211781
1466,Paies de ingreso bajo,LIC,Emisiones de CO2 (toneladas métricas per capita),1995,0.449148841
1467,Liechtenstein,LIE,Emisiones de CO2 (toneladas métricas per capita),1995,6.610605827
1468,Sri Lanka,LKA,Emisiones de CO2 (toneladas métricas per capita),1995,0.319976727
1469,Paises de ingreso mediano bajo,LMC,Emisiones de CO2 (toneladas métricas per capita),1995,1.045066508
1470,Ingreso mediano y bajo,LMY,Emisiones de CO2 (toneladas métricas per capita),1995,2.015456468
1471,Lesotho,LSO,Emisiones de CO2 (toneladas métricas per capita),1995,0.834867655
1472,avanzada del dividendo demografico,LTE,Emisiones de CO2 (toneladas métricas per capita),1995,3.344016133
1473,Lituania,LTU,Emisiones de CO2 (toneladas métricas per capita),1995,3.787658765
1474,Luxemburgo,LUX,Emisiones de CO2 (toneladas métricas per capita),1995,21.19278067
1475,Letonia,LVA,Emisiones de CO2 (toneladas métricas per capita),1995,3.620369118
1476,"Region Administrativa Especial de Macao, China",MAC,Emisiones de CO2 (toneladas métricas per capita),1995,
1477,Isla de San Martín (parte francesa),MAF,Emisiones de CO2 (toneladas métricas per capita),1995,
1478,Marruecos,MAR,Emisiones de CO2 (toneladas métricas per capita),1995,1.082437236
1479,Monaco,MCO,Emisiones de CO2 (toneladas métricas per capita),1995,
1480,Republica de Moldova,MDA,Emisiones de CO2 (toneladas métricas per capita),1995,4.111302993
1481,Madagascar,MDG,Emisiones de CO2 (toneladas métricas per capita),1995,0.098910257
1482,Maldivas,MDV,Emisiones de CO2 (toneladas métricas per capita),1995,1.012362127
1483,Oriente Medio y Norte de Africa,MEA,Emisiones de CO2 (toneladas métricas per capita),1995,3.889501817
1484,Mexico,MEX,Emisiones de CO2 (toneladas métricas per capita),1995,3.410509722
1485,Islas Marshall,MHL,Emisiones de CO2 (toneladas métricas per capita),1995,1.828330243
1486, Ingreso mediano,MIC,Emisiones de CO2 (toneladas métricas per capita),1995,2.136703252
1487,Macedonia del Norte,MKD,Emisiones de CO2 (toneladas métricas per capita),1995,4.186416689
1488,Mali,MLI,Emisiones de CO2 (toneladas métricas per capita),1995,0.061686342
1489,Malta,MLT,Emisiones de CO2 (toneladas métricas per capita),1995,6.302809345
1490,Myanmar,MMR,Emisiones de CO2 (toneladas métricas per capita),1995,0.161767022
1491,Oriente Medio y Norte de Africa (excluido altos ingresos),MNA,Emisiones de CO2 (toneladas métricas per capita),1995,2.754638862
1492,Montenegro,MNE,Emisiones de CO2 (toneladas métricas per capita),1995,2.169871181
1493,Mongolia,MNG,Emisiones de CO2 (toneladas métricas per capita),1995,4.409440878
1494,Mariana,MNP,Emisiones de CO2 (toneladas métricas per capita),1995,
1495,Mozambique,MOZ,Emisiones de CO2 (toneladas métricas per capita),1995,0.075194151
1496,Mauritania,MRT,Emisiones de CO2 (toneladas métricas per capita),1995,0.420527983
1497,Mauricio,MUS,Emisiones de CO2 (toneladas métricas per capita),1995,1.382235578
1498,Malawi,MWI,Emisiones de CO2 (toneladas métricas per capita),1995,0.089912642
1499,Malasia,MYS,Emisiones de CO2 (toneladas métricas per capita),1995,4.286163781
1500,America del Norte,NAC,Emisiones de CO2 (toneladas métricas per capita),1995,18.82384599
1501,Namibia,NAM,Emisiones de CO2 (toneladas métricas per capita),1995,1.10466746
1502,Nueva Caledonia,NCL,Emisiones de CO2 (toneladas métricas per capita),1995,
1503,Niger,NER,Emisiones de CO2 (toneladas métricas per capita),1995,0.053489442
1504,Nigeria,NGA,Emisiones de CO2 (toneladas métricas per capita),1995,0.796435932
1505,Nicaragua,NIC,Emisiones de CO2 (toneladas métricas per capita),1995,0.561783119
1506,Paises Bajos,NLD,Emisiones de CO2 (toneladas métricas per capita),1995,10.6155855
1507,Noruega,NOR,Emisiones de CO2 (toneladas métricas per capita),1995,7.888907649
1508,Nepal,NPL,Emisiones de CO2 (toneladas métricas per capita),1995,0.084987737
1509,Nauru,NRU,Emisiones de CO2 (toneladas métricas per capita),1995,10.50794882
1510,Nueva Zelandia,NZL,Emisiones de CO2 (toneladas métricas per capita),1995,6.622148418
1511,Miembros OCDE,OED,Emisiones de CO2 (toneladas métricas per capita),1995,10.26348872
1512,Oman,OMN,Emisiones de CO2 (toneladas métricas per capita),1995,8.685342288
1513,Otros Estados pequeos,OSS,Emisiones de CO2 (toneladas métricas per capita),1995,4.239233466
1514,Pakistan,PAK,Emisiones de CO2 (toneladas métricas per capita),1995,0.621535222
1515,Panama,PAN,Emisiones de CO2 (toneladas métricas per capita),1995,1.603605508
1516,Peru,PER,Emisiones de CO2 (toneladas métricas per capita),1995,1.049116213
1517,Filipinas,PHL,Emisiones de CO2 (toneladas métricas per capita),1995,0.886850324
1518,Palau,PLW,Emisiones de CO2 (toneladas métricas per capita),1995,11.48817479
1519,Papua Nueva Guinea,PNG,Emisiones de CO2 (toneladas métricas per capita),1995,0.46184949
1520,Polonia,POL,Emisiones de CO2 (toneladas métricas per capita),1995,8.809530188
1521,previa al dividendo demografico,PRE,Emisiones de CO2 (toneladas métricas per capita),1995,0.510015962
1522,Puerto Rico,PRI,Emisiones de CO2 (toneladas métricas per capita),1995,
1523,"Corea, Republica Popular Democrática de",PRK,Emisiones de CO2 (toneladas métricas per capita),1995,3.495216733
1524,Portugal,PRT,Emisiones de CO2 (toneladas métricas per capita),1995,5.056085191
1525,Paraguay,PRY,Emisiones de CO2 (toneladas métricas per capita),1995,0.821300645
1526,Ribera Occidental y Gaza,PSE,Emisiones de CO2 (toneladas métricas per capita),1995,
1527,Estados pequeos de las Islas del Pacfico,PSS,Emisiones de CO2 (toneladas métricas per capita),1995,0.979405003
1528,posterior al dividendo demográfico,PST,Emisiones de CO2 (toneladas métricas per capita),1995,11.44063657
1529,Polinesia Francesa,PYF,Emisiones de CO2 (toneladas métricas per capita),1995,
1530,Qatar,QAT,Emisiones de CO2 (toneladas métricas per capita),1995,36.97627603
1531,Rumania,ROU,Emisiones de CO2 (toneladas métricas per capita),1995,5.328357492
1532,Federación de Rusia,RUS,Emisiones de CO2 (toneladas métricas per capita),1995,11.02258551
1533,Rwanda,RWA,Emisiones de CO2 (toneladas métricas per capita),1995,0.080006548
1534,Asia meridional,SAS,Emisiones de CO2 (toneladas métricas per capita),1995,0.665284082
1535,Arabia Saudita,SAU,Emisiones de CO2 (toneladas métricas per capita),1995,10.84398595
1536,Sudan,SDN,Emisiones de CO2 (toneladas métricas per capita),1995,0.193550171
1537,Senegal,SEN,Emisiones de CO2 (toneladas métricas per capita),1995,0.319854284
1538,Singapur,SGP,Emisiones de CO2 (toneladas métricas per capita),1995,10.66302625
1539,Islas Salomon,SLB,Emisiones de CO2 (toneladas métricas per capita),1995,0.524802166
1540,Sierra Leona,SLE,Emisiones de CO2 (toneladas métricas per capita),1995,0.054623465
1541,El Salvador,SLV,Emisiones de CO2 (toneladas métricas per capita),1995,0.86312312
1542,San Marino,SMR,Emisiones de CO2 (toneladas métricas per capita),1995,
1543,Somalia,SOM,Emisiones de CO2 (toneladas métricas per capita),1995,0.08296988
1544,Serbia,SRB,Emisiones de CO2 (toneladas métricas per capita),1995,5.942777499
1545,Africa al sur del Sahara (excluido altos ingresos),SSA,Emisiones de CO2 (toneladas métricas per capita),1995,0.756516195
1546,Sudan del Sur,SSD,Emisiones de CO2 (toneladas métricas per capita),1995,0.067158798
1547,Africa al sur del Sahara,SSF,Emisiones de CO2 (toneladas métricas per capita),1995,0.756765515
1548,Pequeños Estados,SST,Emisiones de CO2 (toneladas métricas per capita),1995,3.960538788
1549,Santo Tome y Principe,STP,Emisiones de CO2 (toneladas métricas per capita),1995,0.35693621
1550,Suriname,SUR,Emisiones de CO2 (toneladas métricas per capita),1995,4.804670227
1551,Republica Eslovaca,SVK,Emisiones de CO2 (toneladas métricas per capita),1995,7.902015648
1552,Eslovenia,SVN,Emisiones de CO2 (toneladas métricas per capita),1995,7.271824519
1553,Suecia,SWE,Emisiones de CO2 (toneladas métricas per capita),1995,6.596952805
1554,Eswatini,SWZ,Emisiones de CO2 (toneladas métricas per capita),1995,1.481795311
1555,Sint Maarten (Dutch part),SXM,Emisiones de CO2 (toneladas métricas per capita),1995,
1556,Seychelles,SYC,Emisiones de CO2 (toneladas métricas per capita),1995,2.70769149
1557,Republica Arabe Siria,SYR,Emisiones de CO2 (toneladas métricas per capita),1995,2.723221865
1558,Islas Turcas y Caicos,TCA,Emisiones de CO2 (toneladas métricas per capita),1995,
1559,Chad,TCD,Emisiones de CO2 (toneladas métricas per capita),1995,0.063377722
1560,Asia oriental y el Pacífico (BIRF y la AIF),TEA,Emisiones de CO2 (toneladas métricas per capita),1995,2.167157781
1561,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (toneladas métricas per capita),1995,7.411576055
1562,Togo,TGO,Emisiones de CO2 (toneladas métricas per capita),1995,0.228387645
1563,Tailandia,THA,Emisiones de CO2 (toneladas métricas per capita),1995,2.630100742
1564,Tayikistan,TJK,Emisiones de CO2 (toneladas métricas per capita),1995,0.424027492
1565,Turkmenistan,TKM,Emisiones de CO2 (toneladas métricas per capita),1995,8.041833871
1566,America Latina y el Caribe (BIRF y la AIF),TLA,Emisiones de CO2 (toneladas métricas per capita),1995,2.142373315
1567,Timor-Leste,TLS,Emisiones de CO2 (toneladas métricas per capita),1995,0.0
1568,Oriente Medio y Norte de Africa (BIRF y la AIF),TMN,Emisiones de CO2 (toneladas métricas per capita),1995,2.781426179
1569,Tonga,TON,Emisiones de CO2 (toneladas métricas per capita),1995,0.990227752
1570,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (toneladas métricas per capita),1995,0.665284082
1571,Africa al sur del Sahara (BIRF y la AIF),TSS,Emisiones de CO2 (toneladas métricas per capita),1995,0.756765515
1572,Trinidad y Tobago,TTO,Emisiones de CO2 (toneladas métricas per capita),1995,6.590040541
1573,Tunez,TUN,Emisiones de CO2 (toneladas métricas per capita),1995,1.833969543
1574,Turquia,TUR,Emisiones de CO2 (toneladas métricas per capita),1995,2.835327724
1575,Tuvalu,TUV,Emisiones de CO2 (toneladas métricas per capita),1995,0.928534168
1576,Tanzanía,TZA,Emisiones de CO2 (toneladas métricas per capita),1995,0.089489321
1577,Uganda,UGA,Emisiones de CO2 (toneladas métricas per capita),1995,0.046057143
1578,Ucrania,UKR,Emisiones de CO2 (toneladas métricas per capita),1995,7.750502788
1579,Ingreso mediano alto,UMC,Emisiones de CO2 (toneladas métricas per capita),1995,3.130518499
1580,Uruguay,URY,Emisiones de CO2 (toneladas métricas per capita),1995,1.461178817
1581,Estados Unidos,USA,Emisiones de CO2 (toneladas métricas per capita),1995,19.216897
1582,Uzbekistan,UZB,Emisiones de CO2 (toneladas métricas per capita),1995,4.307860434
1583,San Vicente y las Granadinas,VCT,Emisiones de CO2 (toneladas métricas per capita),1995,1.157881829
1584,Venezuela,VEN,Emisiones de CO2 (toneladas métricas per capita),1995,5.158326535
1585,Islas Virgenes Britanicas,VGB,Emisiones de CO2 (toneladas métricas per capita),1995,
1586,Islas Virgenes (EE.UU.),VIR,Emisiones de CO2 (toneladas métricas per capita),1995,
1587,Viet Nam,VNM,Emisiones de CO2 (toneladas métricas per capita),1995,0.425723683
1588,Vanuatu,VUT,Emisiones de CO2 (toneladas métricas per capita),1995,0.391531662
1589,Mundo,WLD,Emisiones de CO2 (toneladas métricas per capita),1995,3.893876264
1590,Samoa,WSM,Emisiones de CO2 (toneladas métricas per capita),1995,0.666659043
1591,Kosovo,XKX,Emisiones de CO2 (toneladas métricas per capita),1995,
1592,"Yemen, Rep. del",YEM,Emisiones de CO2 (toneladas métricas per capita),1995,0.654007222
1593,Sudafrica,ZAF,Emisiones de CO2 (toneladas métricas per capita),1995,6.007615954
1594,Zambia,ZMB,Emisiones de CO2 (toneladas métricas per capita),1995,0.245217284
1595,Zimbabwe,ZWE,Emisiones de CO2 (toneladas métricas per capita),1995,1.408362949
1596,Aruba,ABW,Emisiones de CO2 (toneladas métricas per capita),1996,
1597,,AFE,Emisiones de CO2 (toneladas métricas per capita),1996,0.943199917
1598,Afganistan,AFG,Emisiones de CO2 (toneladas métricas per capita),1996,0.082266518
1599,,AFW,Emisiones de CO2 (toneladas métricas per capita),1996,0.55430471
1600,Angola,AGO,Emisiones de CO2 (toneladas métricas per capita),1996,1.073630274
1601,Albania,ALB,Emisiones de CO2 (toneladas métricas per capita),1996,0.62120565
1602,Andorra,AND,Emisiones de CO2 (toneladas métricas per capita),1996,7.08273185
1603,El mundo arabe,ARB,Emisiones de CO2 (toneladas métricas per capita),1996,3.202337188
1604,Emiratos Arabes Unidos,ARE,Emisiones de CO2 (toneladas métricas per capita),1996,30.52327581
1605,Argentina,ARG,Emisiones de CO2 (toneladas métricas per capita),1996,3.462789185
1606,Armenia,ARM,Emisiones de CO2 (toneladas métricas per capita),1996,0.752345177
1607,Samoa Americana,ASM,Emisiones de CO2 (toneladas métricas per capita),1996,
1608,Antigua y Barbuda,ATG,Emisiones de CO2 (toneladas métricas per capita),1996,3.650534399
1609,Australia,AUS,Emisiones de CO2 (toneladas métricas per capita),1996,16.47101442
1610,Austria,AUT,Emisiones de CO2 (toneladas métricas per capita),1996,8.15463769
1611,Azerbaiyan,AZE,Emisiones de CO2 (toneladas métricas per capita),1996,3.502937009
1612,Burundi,BDI,Emisiones de CO2 (toneladas métricas per capita),1996,0.037652767
1613,Belgica,BEL,Emisiones de CO2 (toneladas métricas per capita),1996,11.7606251
1614,Benin,BEN,Emisiones de CO2 (toneladas métricas per capita),1996,0.156916823
1615,Burkina Faso,BFA,Emisiones de CO2 (toneladas métricas per capita),1996,0.068250228
1616,Bangladesh,BGD,Emisiones de CO2 (toneladas métricas per capita),1996,0.140354851
1617,Bulgaria,BGR,Emisiones de CO2 (toneladas métricas per capita),1996,6.612800505
1618,Bahrein,BHR,Emisiones de CO2 (toneladas métricas per capita),1996,22.37036077
1619,Bahamas,BHS,Emisiones de CO2 (toneladas métricas per capita),1996,6.213496079
1620,Bosnia y Herzegovina,BIH,Emisiones de CO2 (toneladas métricas per capita),1996,1.071723864
1621,Bielorrusia,BLR,Emisiones de CO2 (toneladas métricas per capita),1996,5.75355116
1622,Belice,BLZ,Emisiones de CO2 (toneladas métricas per capita),1996,1.575486085
1623,Bermudas,BMU,Emisiones de CO2 (toneladas métricas per capita),1996,
1624,Bolivia,BOL,Emisiones de CO2 (toneladas métricas per capita),1996,1.042785993
1625,Brasil,BRA,Emisiones de CO2 (toneladas métricas per capita),1996,1.5804544
1626,Barbados,BRB,Emisiones de CO2 (toneladas métricas per capita),1996,3.730959348
1627,Brunei Darussalam,BRN,Emisiones de CO2 (toneladas métricas per capita),1996,15.76506551
1628,Bhutan,BTN,Emisiones de CO2 (toneladas métricas per capita),1996,0.551745694
1629,Botswana,BWA,Emisiones de CO2 (toneladas métricas per capita),1996,1.842976319
1630,Republica Centroafricana,CAF,Emisiones de CO2 (toneladas métricas per capita),1996,0.049649628
1631,Canada,CAN,Emisiones de CO2 (toneladas métricas per capita),1996,15.59261401
1632,Europa Central y del Báltico,CEB,Emisiones de CO2 (toneladas métricas per capita),1996,7.618700144
1633,Suiza,CHE,Emisiones de CO2 (toneladas métricas per capita),1996,6.222699859
1634,Islas del Canal,CHI,Emisiones de CO2 (toneladas métricas per capita),1996,
1635,Chile,CHL,Emisiones de CO2 (toneladas métricas per capita),1996,3.071831427
1636,China,CHN,Emisiones de CO2 (toneladas métricas per capita),1996,2.521871874
