Indicator,Code,Year,Pop
Poblacion Total,BRN,2018,434274
Poblacion Total,BTN,2018,762096
Poblacion Total,BWA,2018,2451409
Poblacion Total,CAF,2018,5094780
Poblacion Total,CAN,2018,37065084
Poblacion Total,CEB,2018,102538451
Poblacion Total,CHE,2018,8514329
Poblacion Total,CHI,2018,167259
Poblacion Total,CHL,2018,18701450
Poblacion Total,CHN,2018,1402760000
Poblacion Total,CIV,2018,25493988
Poblacion Total,CMR,2018,25076747
Poblacion Total,COD,2018,87087355
Poblacion Total,COG,2018,5441062
Poblacion Total,COL,2018,49276961
Poblacion Total,COM,2018,776313
Poblacion Total,CPV,2018,571202
Poblacion Total,CRI,2018,5040734
Poblacion Total,CSS,2018,7374650
Poblacion Total,CUB,2018,11328244
Poblacion Total,CUW,2018,159336
Poblacion Total,CYM,2018,64884
Poblacion Total,CYP,2018,1218831
Poblacion Total,CZE,2018,10629928
Poblacion Total,DEU,2018,82905782
Poblacion Total,DJI,2018,1057198
Poblacion Total,DMA,2018,70823
Poblacion Total,DNK,2018,5793636
Poblacion Total,DOM,2018,10765531
Poblacion Total,DZA,2018,41927007
Poblacion Total,EAP,2018,2094524854
Poblacion Total,EAR,2018,3294298709
Poblacion Total,EAS,2018,2341387076
Poblacion Total,ECA,2018,398076771
Poblacion Total,ECS,2018,918782553
Poblacion Total,ECU,2018,17015672
Poblacion Total,EGY,2018,103740765
Poblacion Total,EMU,2018,342065158
Poblacion Total,ERI,2018,3445374
Poblacion Total,ESP,2018,46797754
Poblacion Total,EST,2018,1321977
Poblacion Total,ETH,2018,111129438
Poblacion Total,EUU,2018,447001100
Poblacion Total,FCS,2018,936387926
Poblacion Total,FIN,2018,5515525
Poblacion Total,FJI,2018,918996
Poblacion Total,FRA,2018,67158348
Poblacion Total,FRO,2018,50955
Poblacion Total,FSM,2018,110929
Poblacion Total,GAB,2018,2192012
Poblacion Total,GBR,2018,66460344
Poblacion Total,GEO,2018,3726549
Poblacion Total,GHA,2018,30870641
Poblacion Total,GIB,2018,32648
Poblacion Total,GIN,2018,12554864
Poblacion Total,GMB,2018,2444916
Poblacion Total,GNB,2018,1924955
Poblacion Total,GNQ,2018,1502091
Poblacion Total,GRC,2018,10732882
Poblacion Total,GRD,2018,121838
Poblacion Total,GRL,2018,56023
Poblacion Total,GTM,2018,16346950
Poblacion Total,GUM,2018,168678
Poblacion Total,GUY,2018,785514
Poblacion Total,HIC,2018,1231512170
Poblacion Total,HKG,2018,7452600
Poblacion Total,HND,2018,9792850
Poblacion Total,HPC,2018,792615894
Poblacion Total,HRV,2018,4087843
Poblacion Total,HTI,2018,11012421
Poblacion Total,HUN,2018,9775564
Poblacion Total,IBD,2018,4795958028
Poblacion Total,IBT,2018,6479097568
Poblacion Total,IDA,2018,1683139540
Poblacion Total,IDB,2018,559155599
Poblacion Total,IDN,2018,267066843
Poblacion Total,IDX,2018,1123983941
Poblacion Total,IMN,2018,83775
Poblacion Total,IND,2018,1369003306
Poblacion Total,INX,2018,
Poblacion Total,IRL,2018,4867316
Poblacion Total,IRN,2018,85617562
Poblacion Total,IRQ,2018,40590700
Poblacion Total,ISL,2018,352721
Poblacion Total,ISR,2018,8882800
Poblacion Total,ITA,2018,60421760
Poblacion Total,JAM,2018,2811835
Poblacion Total,JOR,2018,10459865
Poblacion Total,JPN,2018,126811000
Poblacion Total,KAZ,2018,18276452
Poblacion Total,KEN,2018,49953304
Poblacion Total,KGZ,2018,6322800
Poblacion Total,KHM,2018,16025238
Poblacion Total,KIR,2018,122261
Poblacion Total,KNA,2018,47761
Poblacion Total,KOR,2018,51585058
Poblacion Total,KWT,2018,4317185
Poblacion Total,LAC,2018,576620516
Poblacion Total,LAO,2018,7105006
Poblacion Total,LBN,2018,5950839
Poblacion Total,LBR,2018,4889391
Poblacion Total,LBY,2018,6477793
Poblacion Total,LCA,2018,177888
Poblacion Total,LCN,2018,639628226
Poblacion Total,LDC,2018,1023493788
Poblacion Total,LIC,2018,630865826
Poblacion Total,LIE,2018,38181
Poblacion Total,LKA,2018,21670000
Poblacion Total,LMC,2018,3033153113
Poblacion Total,LMY,2018,6400438789
Poblacion Total,LSO,2018,2198017
Poblacion Total,LTE,2018,2298987594
Poblacion Total,LTU,2018,2801543
Poblacion Total,LUX,2018,607950
Poblacion Total,LVA,2018,1927174
Poblacion Total,MAC,2018,650991
Poblacion Total,MAF,2018,33852
Poblacion Total,MAR,2018,35927511
Poblacion Total,MCO,2018,37029
Poblacion Total,MDA,2018,2707203
Poblacion Total,MDG,2018,26846541
Poblacion Total,MDV,2018,489758
Poblacion Total,MEA,2018,465073490
Poblacion Total,MEX,2018,124013861
Poblacion Total,MHL,2018,45989
Poblacion Total,MIC,2018,5769572963
Poblacion Total,MKD,2018,2076217
Poblacion Total,MLI,2018,19934298
Poblacion Total,MLT,2018,484630
Poblacion Total,MMR,2018,52666014
Poblacion Total,MNA,2018,398375344
Poblacion Total,MNE,2018,622227
Poblacion Total,MNG,2018,3163991
Poblacion Total,MNP,2018,50304
Poblacion Total,MOZ,2018,29423878
Poblacion Total,MRT,2018,4270712
Poblacion Total,MUS,2018,1265577
Poblacion Total,MWI,2018,18367883
Poblacion Total,MYS,2018,32399271
Poblacion Total,NAC,2018,363967201
Poblacion Total,NAM,2018,2405680
Poblacion Total,NCL,2018,271170
Poblacion Total,NER,2018,22577058
Poblacion Total,NGA,2018,198387623
Poblacion Total,NIC,2018,6572233
Poblacion Total,NLD,2018,17231624
Poblacion Total,NOR,2018,5311916
Poblacion Total,NPL,2018,28506712
Poblacion Total,NRU,2018,11924
Poblacion Total,NZL,2018,4900600
Poblacion Total,OED,2018,1356241793
Poblacion Total,OMN,2018,4601157
Poblacion Total,OSS,2018,31494491
Poblacion Total,PAK,2018,219731479
Poblacion Total,PAN,2018,4165255
Poblacion Total,PER,2018,32203944
Poblacion Total,PHL,2018,108568836
Poblacion Total,PLW,2018,17864
Poblacion Total,PNG,2018,9329227
Poblacion Total,POL,2018,37974750
Poblacion Total,PRE,2018,931467165
Poblacion Total,PRI,2018,3193354
Poblacion Total,PRK,2018,25638149
Poblacion Total,PRT,2018,10283822
Poblacion Total,PRY,2018,6443328
Poblacion Total,PSE,2018,4569087
Poblacion Total,PSS,2018,2510226
Poblacion Total,PST,2018,1110126741
Poblacion Total,PYF,2018,297606
Poblacion Total,QAT,2018,2766732
Poblacion Total,ROU,2018,19473970
Poblacion Total,RUS,2018,144477859
Poblacion Total,RWA,2018,12531808
Poblacion Total,SAS,2018,1840534093
Poblacion Total,SAU,2018,35018133
Poblacion Total,SDN,2018,41999059
Poblacion Total,SEN,2018,15574909
Poblacion Total,SGP,2018,5638676
Poblacion Total,SLB,2018,659249
Poblacion Total,SLE,2018,7861281
Poblacion Total,SLV,2018,6276342
Poblacion Total,SMR,2018,34156
Poblacion Total,SOM,2018,15411094
Poblacion Total,SRB,2018,6982604
Poblacion Total,SSA,2018,1092307211
Poblacion Total,SSD,2018,10395329
Poblacion Total,SSF,2018,1092403973
Poblacion Total,SST,2018,41379367
Poblacion Total,STP,2018,211344
Poblacion Total,SUR,2018,593715
Poblacion Total,SVK,2018,5446771
Poblacion Total,SVN,2018,2073894
Poblacion Total,SWE,2018,10175214
Poblacion Total,SWZ,2018,1160428
Poblacion Total,SXM,2018,40895
Poblacion Total,SYC,2018,96762
Poblacion Total,SYR,2018,19333463
Poblacion Total,TCA,2018,41487
Poblacion Total,TCD,2018,15604210
Poblacion Total,TEA,2018,2068898629
Poblacion Total,TEC,2018,459613334
Poblacion Total,TGO,2018,8046679
Poblacion Total,THA,2018,71127802
Poblacion Total,TJK,2018,9128132
Poblacion Total,TKM,2018,6065066
Poblacion Total,TLA,2018,623841282
Poblacion Total,TLS,2018,1261845
Poblacion Total,TMN,2018,393806257
Poblacion Total,TON,2018,105150
Poblacion Total,TSA,2018,1840534093
Poblacion Total,TSS,2018,1092403973
Poblacion Total,TTO,2018,1504709
Poblacion Total,TUN,2018,11933041
Poblacion Total,TUR,2018,82809304
Poblacion Total,TUV,2018,10865
Poblacion Total,TZA,2018,58090443
Poblacion Total,UGA,2018,41515395
Poblacion Total,UKR,2018,44622518
Poblacion Total,UMC,2018,2736419850
Poblacion Total,URY,2018,3427042
Poblacion Total,USA,2018,326838199
Poblacion Total,UZB,2018,32956100
Poblacion Total,VCT,2018,105281
Poblacion Total,VEN,2018,29825653
Poblacion Total,VGB,2018,30335
Poblacion Total,VIR,2018,107001
Poblacion Total,VNM,2018,94914330
Poblacion Total,VUT,2018,297298
Poblacion Total,WLD,2018,7661776612
Poblacion Total,WSM,2018,209701
Poblacion Total,XKX,2018,1797085
Poblacion Total,YEM,2018,30790513
Poblacion Total,ZAF,2018,57339635
Poblacion Total,ZMB,2018,17835893
Poblacion Total,ZWE,2018,15052184
Poblacion Total,ABW,2019,106442
Poblacion Total,AFG,2019,37769499
Poblacion Total,AGO,2019,32353588
Poblacion Total,ALB,2019,2854191
Poblacion Total,AND,2019,76343
Poblacion Total,ARB,2019,441467739
Poblacion Total,ARE,2019,9211657
Poblacion Total,ARG,2019,44938712
Poblacion Total,ARM,2019,2820602
Poblacion Total,ASM,2019,47321
Poblacion Total,ATG,2019,92117
Poblacion Total,AUS,2019,25340217
Poblacion Total,AUT,2019,8879920
Poblacion Total,AZE,2019,10024283
Poblacion Total,BDI,2019,11874838
Poblacion Total,BEL,2019,11488980
Poblacion Total,BEN,2019,12290444
Poblacion Total,BFA,2019,20951639
Poblacion Total,BGD,2019,165516222
Poblacion Total,BGR,2019,6975761
Poblacion Total,BHR,2019,1494188
Poblacion Total,BHS,2019,404557
Poblacion Total,BIH,2019,3360711
Poblacion Total,BLR,2019,9419758
Poblacion Total,BLZ,2019,389095
Poblacion Total,BMU,2019,63911
Poblacion Total,BOL,2019,11777315
Poblacion Total,BRA,2019,211782878
Poblacion Total,BRB,2019,280180
Poblacion Total,BRN,2019,438048
Poblacion Total,BTN,2019,767459
Poblacion Total,BWA,2019,2499702
Poblacion Total,CAF,2019,5209324
Poblacion Total,CAN,2019,37601230
Poblacion Total,CEB,2019,102398537
Poblacion Total,CHE,2019,8575280
Poblacion Total,CHI,2019,169410
Poblacion Total,CHL,2019,19039485
Poblacion Total,CHN,2019,1407745000
Poblacion Total,CIV,2019,26147551
Poblacion Total,CMR,2019,25782341
Poblacion Total,COD,2019,89906890
Poblacion Total,COG,2019,5570733
Poblacion Total,COL,2019,50187406
Poblacion Total,COM,2019,790986
Poblacion Total,CPV,2019,577030
Poblacion Total,CRI,2019,5084532
Poblacion Total,CSS,2019,7424102
Poblacion Total,CUB,2019,11316697
Poblacion Total,CUW,2019,157441
Poblacion Total,CYM,2019,66134
Poblacion Total,CYP,2019,1228836
Poblacion Total,CZE,2019,10671870
Poblacion Total,DEU,2019,83092962
Poblacion Total,DJI,2019,1073994
Poblacion Total,DMA,2019,71428
Poblacion Total,DNK,2019,5814422
Poblacion Total,DOM,2019,10881882
Poblacion Total,DZA,2019,42705368
Poblacion Total,EAP,2019,2106391925
Poblacion Total,EAR,2019,3335463995
Poblacion Total,EAS,2019,2353862257
Poblacion Total,ECA,2019,399592320
Poblacion Total,ECS,2019,921179725
Poblacion Total,ECU,2019,17343740
Poblacion Total,EGY,2019,105618671
Poblacion Total,EMU,2019,342452734
Poblacion Total,ERI,2019,3498818
Poblacion Total,ESP,2019,47134837
Poblacion Total,EST,2019,1326898
Poblacion Total,ETH,2019,114120594
Poblacion Total,EUU,2019,447367191
Poblacion Total,FCS,2019,957446713
Poblacion Total,FIN,2019,5521606
Poblacion Total,FJI,2019,918465
Poblacion Total,FRA,2019,67388001
Poblacion Total,FRO,2019,51681
Poblacion Total,FSM,2019,111379
Poblacion Total,GAB,2019,2242785
Poblacion Total,GBR,2019,66836327
Poblacion Total,GEO,2019,3720161
Poblacion Total,GHA,2019,31522290
Poblacion Total,GIB,2019,32685
Poblacion Total,GIN,2019,12877539
Poblacion Total,GMB,2019,2508883
Poblacion Total,GNB,2019,1970457
Poblacion Total,GNQ,2019,1553031
Poblacion Total,GRC,2019,10721582
Poblacion Total,GRD,2019,122724
Poblacion Total,GRL,2019,56225
Poblacion Total,GTM,2019,16604026
Poblacion Total,GUM,2019,168624
Poblacion Total,GUY,2019,798753
Poblacion Total,HIC,2019,1236715327
Poblacion Total,HKG,2019,7507900
Poblacion Total,HND,2019,9958829
Poblacion Total,HPC,2019,815100831
Poblacion Total,HRV,2019,4065253
Poblacion Total,HTI,2019,11160438
Poblacion Total,HUN,2019,9771141
Poblacion Total,IBD,2019,4833831131
Poblacion Total,IBT,2019,6554880543
Poblacion Total,IDA,2019,1721049412
Poblacion Total,IDB,2019,570633332
Poblacion Total,IDN,2019,269582878
Poblacion Total,IDX,2019,1150416080
Poblacion Total,IMN,2019,83933
Poblacion Total,IND,2019,1383112050
Poblacion Total,INX,2019,
Poblacion Total,IRL,2019,4934340
Poblacion Total,IRN,2019,86564202
Poblacion Total,IRQ,2019,41563520
Poblacion Total,ISL,2019,360563
Poblacion Total,ISR,2019,9054000
Poblacion Total,ITA,2019,59729081
Poblacion Total,JAM,2019,2813773
Poblacion Total,JOR,2019,10698683
Poblacion Total,JPN,2019,126633000
Poblacion Total,KAZ,2019,18513673
Poblacion Total,KEN,2019,50951450
Poblacion Total,KGZ,2019,6456200
Poblacion Total,KHM,2019,16207746
Poblacion Total,KIR,2019,124241
Poblacion Total,KNA,2019,47712
Poblacion Total,KOR,2019,51764822
Poblacion Total,KWT,2019,4441100
Poblacion Total,LAC,2019,582701622
Poblacion Total,LAO,2019,7212053
Poblacion Total,LBN,2019,5781907
Poblacion Total,LBR,2019,4985289
Poblacion Total,LBY,2019,6569088
Poblacion Total,LCA,2019,178583
Poblacion Total,LCN,2019,645295804
Poblacion Total,LDC,2019,1048193552
Poblacion Total,LIC,2019,648755452
Poblacion Total,LIE,2019,38482
Poblacion Total,LKA,2019,21803000
Poblacion Total,LMC,2019,3075311775
Poblacion Total,LMY,2019,6476995208
Poblacion Total,LSO,2019,2225702
Poblacion Total,LTE,2019,2309491804
Poblacion Total,LTU,2019,2794137
Poblacion Total,LUX,2019,620001
Poblacion Total,LVA,2019,1913822
Poblacion Total,MAC,2019,663653
Poblacion Total,MAF,2019,33121
Poblacion Total,MAR,2019,36304408
Poblacion Total,MCO,2019,37034
Poblacion Total,MDA,2019,2664224
Poblacion Total,MDG,2019,27533134
Poblacion Total,MDV,2019,504508
Poblacion Total,MEA,2019,473201775
Poblacion Total,MEX,2019,125085311
Poblacion Total,MHL,2019,44728
Poblacion Total,MIC,2019,5828239756
Poblacion Total,MKD,2019,2076694
Poblacion Total,MLI,2019,20567424
Poblacion Total,MLT,2019,504062
Poblacion Total,MMR,2019,53040212
Poblacion Total,MNA,2019,405259403
Poblacion Total,MNE,2019,622028
Poblacion Total,MNG,2019,3232430
Poblacion Total,MNP,2019,49858
Poblacion Total,MOZ,2019,30285595
Poblacion Total,MRT,2019,4383849
Poblacion Total,MUS,2019,1265985
Poblacion Total,MWI,2019,18867337
Poblacion Total,MYS,2019,32804020
Poblacion Total,NAC,2019,365995094
Poblacion Total,NAM,2019,2446644
Poblacion Total,NCL,2019,271240
Poblacion Total,NER,2019,23443393
Poblacion Total,NGA,2019,203304492
Poblacion Total,NIC,2019,6663924
Poblacion Total,NLD,2019,17344874
Poblacion Total,NOR,2019,5347896
Poblacion Total,NPL,2019,28832496
Poblacion Total,NRU,2019,12132
Poblacion Total,NZL,2019,4979200
Poblacion Total,OED,2019,1362922537
Poblacion Total,OMN,2019,4602768
Poblacion Total,OSS,2019,32005477
Poblacion Total,PAK,2019,223293280
Poblacion Total,PAN,2019,4232532
Poblacion Total,PER,2019,32824861
Poblacion Total,PHL,2019,110380804
Poblacion Total,PLW,2019,17916
Poblacion Total,PNG,2019,9542486
Poblacion Total,POL,2019,37965475
Poblacion Total,PRE,2019,957503246
Poblacion Total,PRI,2019,3193694
Poblacion Total,PRK,2019,25755441
Poblacion Total,PRT,2019,10286263
Poblacion Total,PRY,2019,6530026
Poblacion Total,PSE,2019,4685306
Poblacion Total,PSS,2019,2536070
Poblacion Total,PST,2019,1113310738
Poblacion Total,PYF,2019,299717
Poblacion Total,QAT,2019,2807235
Poblacion Total,ROU,2019,19371648
Poblacion Total,RUS,2019,144406261
Poblacion Total,RWA,2019,12835028
Poblacion Total,SAS,2019,1861598514
Poblacion Total,SAU,2019,35827362
Poblacion Total,SDN,2019,43232093
Poblacion Total,SEN,2019,16000781
Poblacion Total,SGP,2019,5703569
Poblacion Total,SLB,2019,674993
Poblacion Total,SLE,2019,8046828
Poblacion Total,SLV,2019,6280217
Poblacion Total,SMR,2019,34178
Poblacion Total,SOM,2019,15981300
Poblacion Total,SRB,2019,6945235
Poblacion Total,SSA,2019,1121451424
Poblacion Total,SSD,2019,10447666
Poblacion Total,SSF,2019,1121549049
Poblacion Total,SST,2019,41965649
Poblacion Total,STP,2019,214599
Poblacion Total,SUR,2019,600301
Poblacion Total,SVK,2019,5454147
Poblacion Total,SVN,2019,2088385
Poblacion Total,SWE,2019,10278887
Poblacion Total,SWZ,2019,1169613
Poblacion Total,SXM,2019,41608
Poblacion Total,SYC,2019,97625
Poblacion Total,SYR,2019,20098251
Poblacion Total,TCA,2019,43080
Poblacion Total,TCD,2019,16126866
Poblacion Total,TEA,2019,2080648616
Poblacion Total,TEC,2019,460994696
Poblacion Total,TGO,2019,8243094
Poblacion Total,THA,2019,71307763
Poblacion Total,TJK,2019,9337003
Poblacion Total,TKM,2019,6158420
Poblacion Total,TLA,2019,629515571
Poblacion Total,TLS,2019,1280438
Poblacion Total,TMN,2019,400574097
Poblacion Total,TON,2019,104951
Poblacion Total,TSA,2019,1861598514
Poblacion Total,TSS,2019,1121549049
Poblacion Total,TTO,2019,1519955
Poblacion Total,TUN,2019,12049314
Poblacion Total,TUR,2019,83481684
Poblacion Total,TUV,2019,10956
Poblacion Total,TZA,2019,59872579
Poblacion Total,UGA,2019,42949080
Poblacion Total,UKR,2019,44386203
Poblacion Total,UMC,2019,2752927981
Poblacion Total,URY,2019,3428409
Poblacion Total,USA,2019,328329953
Poblacion Total,UZB,2019,33580350
Poblacion Total,VCT,2019,104924
Poblacion Total,VEN,2019,28971683
Poblacion Total,VGB,2019,30610
Poblacion Total,VIR,2019,106669
Poblacion Total,VNM,2019,95776716
Poblacion Total,VUT,2019,304404
Poblacion Total,WLD,2019,7742682218
Poblacion Total,WSM,2019,211905
Poblacion Total,XKX,2019,1788878
Poblacion Total,YEM,2019,31546691
Poblacion Total,ZAF,2019,58087055
Poblacion Total,ZMB,2019,18380477
Poblacion Total,ZWE,2019,15354608
Poblacion Total,ABW,2020,106585
Poblacion Total,AFG,2020,38972230
Poblacion Total,AGO,2020,33428486
Poblacion Total,ALB,2020,2837849
Poblacion Total,AND,2020,77700
Poblacion Total,ARB,2020,449228296
Poblacion Total,ARE,2020,9287289
Poblacion Total,ARG,2020,45376763
Poblacion Total,ARM,2020,2805608
Poblacion Total,ASM,2020,46189
Poblacion Total,ATG,2020,92664
Poblacion Total,AUS,2020,25655289
Poblacion Total,AUT,2020,8916864
Poblacion Total,AZE,2020,10093121
Poblacion Total,BDI,2020,12220227
Poblacion Total,BEL,2020,11538604
Poblacion Total,BEN,2020,12643123
Poblacion Total,BFA,2020,21522626
Poblacion Total,BGD,2020,167420951
Poblacion Total,BGR,2020,6934015
Poblacion Total,BHR,2020,1477469
Poblacion Total,BHS,2020,406471
Poblacion Total,BIH,2020,3318407
Poblacion Total,BLR,2020,9379952
Poblacion Total,BLZ,2020,394921
Poblacion Total,BMU,2020,63893
Poblacion Total,BOL,2020,11936162
Poblacion Total,BRA,2020,213196304
Poblacion Total,BRB,2020,280693
Poblacion Total,BRN,2020,441725
Poblacion Total,BTN,2020,772506
Poblacion Total,BWA,2020,2546402
Poblacion Total,CAF,2020,5343020
Poblacion Total,CAN,2020,38007166
Poblacion Total,CEB,2020,102180124
Poblacion Total,CHE,2020,8638167
Poblacion Total,CHI,2020,171113
Poblacion Total,CHL,2020,19300315
Poblacion Total,CHN,2020,1411100000
Poblacion Total,CIV,2020,26811790
Poblacion Total,CMR,2020,26491087
Poblacion Total,COD,2020,92853164
Poblacion Total,COG,2020,5702174
Poblacion Total,COL,2020,50930662
Poblacion Total,COM,2020,806166
Poblacion Total,CPV,2020,582640
Poblacion Total,CRI,2020,5123105
Poblacion Total,CSS,2020,7444768
Poblacion Total,CUB,2020,11300698
Poblacion Total,CUW,2020,154947
Poblacion Total,CYM,2020,67311
Poblacion Total,CYP,2020,1237537
Poblacion Total,CZE,2020,10697858
Poblacion Total,DEU,2020,83160871
Poblacion Total,DJI,2020,1090156
Poblacion Total,DMA,2020,71995
Poblacion Total,DNK,2020,5831404
Poblacion Total,DOM,2020,10999664
Poblacion Total,DZA,2020,43451666
Poblacion Total,EAP,2020,2116378687
Poblacion Total,EAR,2020,3375134276
Poblacion Total,EAS,2020,2363941755
Poblacion Total,ECA,2020,400811771
Poblacion Total,ECS,2020,923104113
Poblacion Total,ECU,2020,17588595
